Date,vix,spx,vxx,vix_vol,vix_futures_f1,vix_futures_f2,term_structure,spx_ma50,spx_trend,vix_change,vix_ma10
2014-09-23,14.930000305175781,1982.77001953125,,,15.431857366422609,16.161928036471224,0.9548277489912634,,0,,
2014-09-24,13.270000457763672,1998.300048828125,,,13.537368284289897,14.116050837650565,0.9590053507162785,,0,-11.118551999202818,
2014-09-25,15.640000343322754,1965.989990234375,,,16.181844595206964,16.817499649477536,0.9622027609621315,,0,17.859832734010972,
2014-09-26,14.850000381469727,1982.8499755859375,,,15.869015290600254,16.36001785547255,0.9699876510398764,,0,-5.051150540353444,
2014-09-29,15.979999542236328,1977.800048828125,,,16.063922877762845,16.547959511684184,0.9707494671122703,,0,7.609421762551927,
2014-09-30,16.309999465942383,1972.2900390625,,,16.377431014170675,16.67065760275376,0.9824106165713195,,0,2.0650809334120446,
2014-10-01,16.709999084472656,1946.1600341796875,,,17.66410553800272,18.403677230203563,0.9598139174606322,,0,2.4524808806127174,
2014-10-02,16.15999984741211,1946.1700439453125,,,16.73571721961796,17.364080619523317,0.9638124578160011,,0,-3.2914378647190934,
2014-10-03,14.550000190734863,1967.9000244140625,,,14.587762988230644,15.173001532275403,0.961428953737343,,0,-9.962869256679319,
2014-10-06,15.460000038146973,1964.8199462890625,,,15.958280058032607,16.279218006973313,0.9802854198031361,,0,6.254294401944938,15.385999965667725
2014-10-07,17.200000762939453,1935.0999755859375,,,17.10829187838625,16.975537758776465,1.0078203189493158,,0,11.254855889386107,15.613000011444091
2014-10-08,15.109999656677246,1968.8900146484375,,,15.121634797058254,15.904429654496111,0.9507813310855467,,0,-12.151168683465974,15.79699993133545
2014-10-09,18.760000228881836,1928.2099609375,,,18.94298135322076,19.36761955701486,0.9780748376152247,,0,24.156192290789512,16.108999919891357
2014-10-10,21.239999771118164,1906.1300048828125,,,20.24615965565572,20.594711716112457,0.9830756523683678,,0,13.219613603299752,16.7479998588562
2014-10-13,24.639999389648438,1874.739990234375,,,23.638340491702465,24.555534380027737,0.9626481804822268,,0,16.007531333185533,17.613999843597412
2014-10-14,22.790000915527344,1877.699951171875,,,22.425157123441036,22.980308045168528,0.9758423202754147,,0,-7.508110876408136,18.261999988555907
2014-10-15,25.270000457763672,1862.489990234375,,,24.60548488386355,24.431356101400265,1.0071272663596968,,0,10.881963328692311,19.11800012588501
2014-10-16,25.200000762939453,1862.760009765625,,,25.201124406348907,24.882203703094937,1.0128172209768662,,0,-0.2770070975709582,20.022000217437743
2014-10-17,21.989999771118164,1886.760009765625,,,21.476287740224013,22.325647169390876,0.9619558876514289,,0,-12.73809878824329,20.766000175476073
2014-10-20,18.56999969482422,1904.010009765625,,3.8702459129490276,17.935347859415362,18.063621581837666,0.9928987815737195,,0,-15.55252438331446,21.0770001411438
2014-10-21,16.079999923706055,1941.280029296875,,3.826914329158667,17.008824311981527,17.882672236956893,0.9511343767085635,,0,-13.408722735801504,20.965000057220458
2014-10-22,17.8700008392334,1927.1099853515625,,3.643215726540297,17.86361264702846,18.477896185809474,0.9667557641517238,,0,11.131846542414614,21.241000175476074
2014-10-23,16.530000686645508,1950.8199462890625,,3.611496773039788,16.737264754657193,17.12859955552305,0.9771531350477703,,0,-7.498601508993408,21.018000221252443
2014-10-24,16.110000610351562,1964.5799560546875,,3.5538375812438354,15.592126486727256,16.10290682153175,0.9682802403028556,,0,-2.5408352017387448,20.50500030517578
2014-10-27,16.040000915527344,1961.6300048828125,,3.5515104447656625,15.965809507488386,15.911913222843543,1.0033871655714832,,0,-0.43451081422827276,19.645000457763672
2014-10-28,14.390000343322754,1985.050048828125,,3.6422972631139148,14.72596162101155,15.2903363130861,0.9630894520226129,,0,-10.286786022607552,18.805000400543214
2014-10-29,15.149999618530273,1982.300048828125,,3.6996550169017484,14.817002848892608,14.952701481904764,0.9909248082578005,,0,5.281440285442196,17.793000316619874
2014-10-30,14.520000457763672,1994.6500244140625,,3.7707032302368657,14.981849444048326,15.025503841616716,0.9970946466735126,,0,-4.158410406796554,16.725000286102294
2014-10-31,14.029999732971191,2018.050048828125,,3.8001328105331575,14.028180401363228,13.992318057538759,1.0025630023329228,,0,-3.3746605326756884,15.929000282287598
2014-11-03,14.729999542236328,2017.81005859375,,3.832693068617249,14.847652690227875,15.626888783431689,0.950134917832781,,0,4.989307359857631,15.545000267028808
2014-11-04,14.890000343322754,2012.0999755859375,,3.9021134772574584,14.844647020041918,15.10120741253534,0.9830106040209439,,0,1.0862240737187001,15.426000308990478
2014-11-05,14.170000076293945,2023.5699462890625,,3.9466405424126307,15.387639164733717,16.309386652650677,0.9434836203501771,,0,-4.835461722146195,15.056000232696533
2014-11-06,13.670000076293945,2031.2099609375,,4.067399828197048,13.979751460110283,14.2384035649979,0.9818341920351619,,0,-3.5285814912343394,14.770000171661376
2014-11-07,13.119999885559082,2031.9200439453125,,4.120741705041353,12.935144426803179,12.81099137232939,1.009691135593296,,0,-4.023410297478014,14.47100009918213
2014-11-10,12.670000076293945,2038.260009765625,,3.8901205532060965,13.447772528530843,13.51624837240217,0.9949338128462375,,0,-3.429876624926209,14.134000015258788
2014-11-11,12.920000076293945,2039.6800537109375,,3.724724630454865,12.663578247493737,13.41422908092063,0.944040702682306,,0,1.9731649447087163,13.986999988555908
2014-11-12,13.020000457763672,2038.25,,3.1518103939839475,13.473432232377865,13.830865745968202,0.9741568228514884,,0,0.7739967560310701,13.774000072479248
2014-11-13,13.789999961853027,2039.3299560546875,,2.2657451515318754,13.120664901820488,13.349798659927924,0.982836163754647,,0,5.913974477859663,13.701000022888184
2014-11-14,13.3100004196167,2039.8199462890625,,1.6458078402294043,12.98040737418665,13.417825063168085,0.9674002539962944,,0,-3.4807798663099354,13.629000091552735
2014-11-17,13.989999771118164,2041.3199462890625,,1.389187758034784,14.388930400496818,14.971133133361986,0.9611116454794076,,0,5.108935612798793,13.555000114440919
2014-11-18,13.859999656677246,2051.800048828125,,1.3486014472940384,14.536232963841089,15.307539597527061,0.9496126318163778,,0,-0.9292360011992185,13.452000045776368
2014-11-19,13.960000038146973,2048.719970703125,,1.0821290342307082,14.347684176834608,15.212664471107525,0.9431407761660872,,0,0.7215034916797425,13.43100004196167
2014-11-20,13.579999923706055,2052.75,,0.9466307075807839,13.843175786326633,14.150540466179708,0.9782789441443818,,0,-2.722063849588341,13.42200002670288
2014-11-21,12.899999618530273,2063.5,,0.8548652712105858,13.104447789809115,13.099766917678776,1.0003573248409496,,0,-5.007366045626648,13.4
2014-11-24,12.619999885559082,2069.409912109375,,0.7469902571445732,12.249738896097416,12.493191514643355,0.9805131764561051,,0,-2.1705406298538565,13.394999980926514
2014-11-25,12.25,2067.030029296875,,0.8037862353288359,12.277577895802645,12.72398938465159,0.964915760666428,,0,-2.9318533194478746,13.32799997329712
